Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/17100       dfill_ [201]
                0.00    0.00       4/39536       inp_strlen_ [200]
                0.00    0.00       1/1040890     util_print_ [165]
                0.00    0.00     100/817027      bas_cn2bfr_ [377]
                0.00    0.00      40/412324      bas_ce2cnr_ [380]
                0.00    0.00      40/1212        geom_cent_get_ [428]
                0.00    0.00      20/20          get_atom_block_ [554]
                0.00    0.00       2/58          ecce_print1_ [506]
                0.00    0.00       1/21          bas_geom_ [548]
                0.00    0.00       1/257         bas_numbf_ [461]
-----------------------------------------------
                0.00    0.00       1/1           rohf_analyze_ [230]
[255]    0.0    0.00    0.00       1         mull_pop_ [255]
                0.00    0.00       1/1           mull_calc_ [254]
                0.00    0.00      20/298061      bas_ce2bfr_ [381]
                0.00    0.00       1/412479      geom_ncent_ [379]
                0.00    0.00       1/57          bas_numcont_ [507]
                0.00    0.00       1/257         bas_numbf_ [461]
                0.00    0.00       1/91          ga_create_atom_blocked_ [493]
-----------------------------------------------
                0.00    0.00       1/1           scf_init_ [246]
[256]    0.0    0.00    0.00       1         bas_rtdb_load_ [256]
                0.00    0.00       1/1           bas_rtdb_do_load_ [260]
                0.00    0.00       1/5           bas_summary_print_ [270]
                0.00    0.00       2/2           bas_name_exist_rtdb_ [302]
                0.00    0.00       1/1           bas_print_ [315]
                0.00    0.00       1/18168       inp_compare_ [224]
                0.00    0.00       1/39536       inp_strlen_ [200]
                0.00    0.00       2/11          bas_high_angular_ [575]
                0.00    0.00       1/4           context_rtdb_match_ [628]
                0.00    0.00       1/347         rtdb_get_ [457]
                0.00    0.00       1/2           bas_ecce_print_basis_ [647]
                0.00    0.00       1/89          rtdb_put_ [496]
-----------------------------------------------
                0.00    0.00       1/4           rhf_dens_to_mo_ [58]
                0.00    0.00       3/4           ga_orthog_mos_ [192]
[257]    0.0    0.00    0.00       4         ga_orthog_ [257]
                0.00    0.00       4/4           ga_orthog_vecs_ [258]
-----------------------------------------------
                0.00    0.00       4/4           ga_orthog_ [257]
[258]    0.0    0.00    0.00       4         ga_orthog_vecs_ [258]
                0.00    0.00    1440/17100       dfill_ [201]
-----------------------------------------------
                0.00    0.00      48/48          rohf_nr_solve_ [12]
[259]    0.0    0.00    0.00      48         ga_pcg_minim_ [259]
                0.00    0.00      15/139         ga_maxelt_ [232]
                0.00    0.00       1/78          ifill_ [223]
                0.00    0.00       1/17100       dfill_ [201]
                0.00    0.00      32/32          line_search_ [527]
                0.00    0.00      15/23          util_cpusec_ [546]
                0.00    0.00      15/215         util_cflush_ [464]
                0.00    0.00      15/215         util_flush_ [465]
-----------------------------------------------
                0.00    0.00       1/1           bas_rtdb_load_ [256]
[260]    0.0    0.00    0.00       1         bas_rtdb_do_load_ [260]
                0.00    0.00       1/1           bas_geobas_build_ [263]
                0.00    0.00       1/1           bas_tag_lib_ [284]
                0.00    0.00      23/18168       inp_compare_ [224]
                0.00    0.00      41/39536       inp_strlen_ [200]
                0.00    0.00       2/2           inp_contains_ [341]
                0.00    0.00       1/17100       dfill_ [201]
                0.00    0.00      39/260         geom_cent_tag_ [460]
                0.00    0.00      10/347         rtdb_get_ [457]
                0.00    0.00       5/44          rtdb_cget_ [512]
                0.00    0.00       1/414075      geom_check_handle_ [378]
                0.00    0.00       1/6152904     bas_check_handle_ [370]
                0.00    0.00       1/4           context_rtdb_match_ [628]
                0.00    0.00       1/2           bas_ecce_print_basis_ [647]
                0.00    0.00       1/24          geom_ncent_unique_ [539]
                0.00    0.00       1/1           geom_uniquecent_get_ [710]
-----------------------------------------------
                0.00    0.00       1/1           int_init_org_ [95]
[261]    0.0    0.00    0.00       1         exact_mem_ [261]
                0.00    0.00       1/1           emem_2e4c_ [267]
                0.00    0.00       1/1           emem_2e3c_ [286]
                0.00    0.00       1/1           emem_2e2c_ [285]
                0.00    0.00       2/347         rtdb_get_ [457]
                0.00    0.00       2/2           api_is_atomic_basis_ [646]
                0.00    0.00       1/3           int_mem_zero_ [640]
                0.00    0.00       1/1           emem_1e_ [694]
                0.00    0.00       1/1           emem_3ov_ [695]
-----------------------------------------------
                0.00    0.00       1/1           scf_tidy_ [264]
[262]    0.0    0.00    0.00       1         bas_destroy_ [262]
                0.00    0.00       1/4           bas_do_destroy_ [244]
                0.00    0.00       3/4           bas_get_so_handle_ [626]
                0.00    0.00       1/2           bas_get_ecp_handle_ [648]
-----------------------------------------------
                                  20             bas_geobas_build_ [263]
                0.00    0.00       1/1           bas_rtdb_do_load_ [260]
[263]    0.0    0.00    0.00       1+20      bas_geobas_build_ [263]
                0.00    0.00       5/78          ifill_ [223]
                0.00    0.00     100/110         nbf_from_ucont_ [486]
                0.00    0.00       1/1           basis_is_rel_ [687]
                0.00    0.00       1/412479      geom_ncent_ [379]
                0.00    0.00       1/11          bas_high_angular_ [575]
                                  20             bas_geobas_build_ [263]
-----------------------------------------------
                0.00    0.00       1/1           scf_ [5]
[264]    0.0    0.00    0.00       1         scf_tidy_ [264]
                0.00    0.00       1/1           bas_destroy_ [262]
                0.00    0.00       1/2           fock_2e_tidy_ [657]
                0.00    0.00       1/347         rtdb_get_ [457]
                0.00    0.00       1/3           geom_destroy_ [636]
-----------------------------------------------
                0.00    0.00       1/5           sym_geom_project_ [288]
                0.00    0.00       2/5           geom_rtdb_load_ [275]
                0.00    0.00       2/5           geom_charge_center_ [276]
[265]    0.0    0.00    0.00       5         geom_compute_values_ [265]
                0.00    0.00    1050/18168       inp_compare_ [224]
-----------------------------------------------
                0.00    0.00      11/11          matrix_exp_ [248]
[266]    0.0    0.00    0.00      11         ga_iter_orthog_ [266]
                0.00    0.00      11/139         ga_maxelt_ [232]
-----------------------------------------------
                0.00    0.00       1/1           exact_mem_ [261]
[267]    0.0    0.00    0.00       1         emem_2e4c_ [267]
                0.00    0.00      60/5140        hf2_ [159]
                0.00    0.00      20/20          cando_sp_u_ [550]
                0.00    0.00       1/5           int_nbf_max_ [615]
-----------------------------------------------
                                   3             rohf_canon_sub0_ [268]
                0.00    0.00       3/6           rohf_canon_ [269]
                0.00    0.00       3/6           rohf_canon_subspace_ [281]
[268]    0.0    0.00    0.00       6+3       rohf_canon_sub0_ [268]
                0.00    0.00     540/17100       dfill_ [201]
                                   3             rohf_canon_sub0_ [268]
-----------------------------------------------
                0.00    0.00       1/3           rohf_nr_solve_ [12]
                0.00    0.00       2/3           rohf_search_precond_ [31]
[269]    0.0    0.00    0.00       3         rohf_canon_ [269]
                0.00    0.00       3/6           rohf_canon_sub0_ [268]
                0.00    0.00       3/3           rohf_canon_subspace_ [281]
                0.00    0.00       3/3           rohf_get_fock_ [641]
                0.00    0.00       3/6           movecs_fix_phase_ [595]
-----------------------------------------------
                0.00    0.00       1/5           scf_ [5]
                0.00    0.00       1/5           bas_rtdb_load_ [256]
                0.00    0.00       3/5           bas_input_ [233]
[270]    0.0    0.00    0.00       5         bas_summary_print_ [270]
                0.00    0.00       2/78          ifill_ [223]
                0.00    0.00      33/39536       inp_strlen_ [200]
                0.00    0.00      10/110         nbf_from_ucont_ [486]
                0.00    0.00       5/6152904     bas_check_handle_ [370]
                0.00    0.00       5/215         util_cflush_ [464]
                0.00    0.00       5/215         util_flush_ [465]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[271]    0.0    0.00    0.00       1         pstat_init_ [271]
                0.00    0.00       2/78          ifill_ [223]
                0.00    0.00       2/17100       dfill_ [201]
-----------------------------------------------
                0.00    0.00       1/2           int_init_org_ [95]
                0.00    0.00       1/2           makebas_ [283]
[272]    0.0    0.00    0.00       2         spcart_init_ [272]
                0.00    0.00       2/78          ifill_ [223]
                0.00    0.00       1/20002       defnxyz_ [404]
                0.00    0.00       1/1           xlmcoeff_ [788]
                0.00    0.00       1/1           xlm_coeff_full_ [785]
                0.00    0.00       1/1           xlm_cart_norm_scale_ [784]
                0.00    0.00       1/1           xlm_ptrs_ [786]
                0.00    0.00       1/2           spcart_terminate_ [678]
                0.00    0.00       1/1           xlm_ptrsinv_ [787]
-----------------------------------------------
                0.00    0.00       1/6           input_mem_size_ [289]
                0.00    0.00       5/6           input_file_info_ [274]
[273]    0.0    0.00    0.00       6         inp_search_ [273]
                0.00    0.00     330/18168       inp_compare_ [224]
                0.00    0.00      54/123         inp_read_ [277]
                0.00    0.00      36/39536       inp_strlen_ [200]
                0.00    0.00      53/191         inp_a_ [467]
                0.00    0.00       5/25          inp_prev_field_ [536]
-----------------------------------------------
                                   1             input_file_info_ [274]
                0.00    0.00       1/1           MAIN__ [1]
[274]    0.0    0.00    0.00       1+1       input_file_info_ [274]
                0.00    0.00       5/6           inp_search_ [273]
                0.00    0.00       1/1           input_echo_ [303]
                0.00    0.00      17/18168       inp_compare_ [224]
                0.00    0.00       3/44          util_file_name_ [293]
                0.00    0.00       1/1           util_set_default_scratch_dir_ [343]
                0.00    0.00       1/1           util_set_default_permanent_dir_ [342]
                0.00    0.00       3/3           util_char_ga_brdcst_ [345]
                0.00    0.00       1/1           util_full_file_name_ [364]
                0.00    0.00       6/191         inp_a_ [467]
                0.00    0.00       3/7           inp_init_ [593]
                0.00    0.00       2/2           util_file_unlink_ [683]
                0.00    0.00       2/2           inp_line_ [663]
                0.00    0.00       2/290         inp_strtok_ [458]
                                   1             input_file_info_ [274]
-----------------------------------------------
                0.00    0.00       1/2           scf_init_ [246]
                0.00    0.00       1/2           geom_print_rtdb_ecce_ [287]
[275]    0.0    0.00    0.00       2         geom_rtdb_load_ [275]
                0.00    0.00       2/5           geom_compute_values_ [265]
                0.00    0.00       6/39536       inp_strlen_ [200]
                0.00    0.00       2/4           geom_rtdb_in_ [351]
                0.00    0.00      40/347         rtdb_get_ [457]
                0.00    0.00      10/44          rtdb_cget_ [512]
                0.00    0.00       2/414075      geom_check_handle_ [378]
                0.00    0.00       2/6           sym_init_inv_op_ [597]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[276]    0.0    0.00    0.00       1         geom_charge_center_ [276]
                0.00    0.00       2/5           geom_compute_values_ [265]
                0.00    0.00       2/6           sym_init_inv_op_ [597]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                                 267             inp_read_ [277]
                0.00    0.00       1/123         bas_tag_lib_ [284]
                0.00    0.00       3/123         dft_input_ [299]
                0.00    0.00       5/123         scf_input_ [295]
                0.00    0.00       6/123         bas_input_body_ [291]
                0.00    0.00       6/123         inp_search_fast_ [310]
                0.00    0.00      13/123         bas_input_cont_ [294]
                0.00    0.00      14/123         input_parse_ [191]
                0.00    0.00      21/123         geom_input_ [231]
                0.00    0.00      54/123         inp_search_ [273]
[277]    0.0    0.00    0.00     123+267     inp_read_ [277]
                0.00    0.00     292/18168       inp_compare_ [224]
                0.00    0.00     121/39536       inp_strlen_ [200]
                                 267             inp_read_ [277]
-----------------------------------------------
                0.00    0.00       1/1           scf_vectors_guess_ [57]
[278]    0.0    0.00    0.00       1         guess_dens_ [278]
                0.00    0.00       1/1           guess_dens_gen_ [279]
-----------------------------------------------
                0.00    0.00       1/1           guess_dens_ [278]
[279]    0.0    0.00    0.00       1         guess_dens_gen_ [279]
                0.00    0.00       1/1           datoms_ [280]
                0.00    0.00       1/17100       dfill_ [201]
                0.00    0.00       1/56          util_print_centered_ [304]
                0.00    0.00       5/1040890     util_print_ [165]
                0.00    0.00       1/1           guess_mem_ [715]
                0.00    0.00       1/347         rtdb_get_ [457]
                0.00    0.00       1/6           rtdb_get_info_ [596]
-----------------------------------------------
                                   2             datoms_ [280]
                0.00    0.00       1/1           guess_dens_gen_ [279]
[280]    0.0    0.00    0.00       1+2       datoms_ [280]
                0.00    0.00      21/1033        geom_tag_to_element_ [226]
                0.00    0.00       1/1           atomd_ [340]
                0.00    0.00       1/1           atscf_ecp_ [348]
                0.00    0.00      10/5919598     bas_continfo_ [151]
                0.00    0.00      22/1212        geom_cent_get_ [428]
                0.00    0.00      21/412324      bas_ce2cnr_ [380]
                0.00    0.00      21/298061      bas_ce2bfr_ [381]
                0.00    0.00      20/20          creded_ [551]
                0.00    0.00       5/817027      bas_cn2bfr_ [377]
                0.00    0.00       5/5           bas_get_coeff_ [600]
                0.00    0.00       5/5           bas_get_exponent_ [601]
                0.00    0.00       2/412479      geom_ncent_ [379]
                0.00    0.00       1/215         util_cflush_ [464]
                0.00    0.00       1/215         util_flush_ [465]
                                   2             datoms_ [280]
-----------------------------------------------
                0.00    0.00       3/3           rohf_canon_ [269]
[281]    0.0    0.00    0.00       3         rohf_canon_subspace_ [281]
                0.00    0.00       3/6           rohf_canon_sub0_ [268]
-----------------------------------------------
                0.00    0.00       1/1           rohf_analyze_ [230]
[282]    0.0    0.00    0.00       1         geom_nuc_mpole_ [282]
                0.00    0.00      20/1033        geom_tag_to_element_ [226]
                0.00    0.00     600/600         pow_multi_ [450]
                0.00    0.00      20/1212        geom_cent_get_ [428]
                0.00    0.00       1/412479      geom_ncent_ [379]
                0.00    0.00       1/1           geom_include_bqbq_ [703]
-----------------------------------------------
                0.00    0.00       1/1           texas_init_ [96]
[283]    0.0    0.00    0.00       1         makebas_ [283]
                0.00    0.00       1/2           spcart_init_ [272]
                0.00    0.00     100/100         basdat_ [488]
-----------------------------------------------
                0.00    0.00       1/1           bas_rtdb_do_load_ [260]
[284]    0.0    0.00    0.00       1         bas_tag_lib_ [284]
                0.00    0.00       3/3           bas_input_cont_ [294]
                0.00    0.00       5/1063        inp_match_ [227]
                0.00    0.00       6/6           inp_search_fast_ [310]
                0.00    0.00       1/1033        geom_tag_to_element_ [226]
                0.00    0.00      13/18168       inp_compare_ [224]
                0.00    0.00       1/123         inp_read_ [277]
                0.00    0.00       5/39536       inp_strlen_ [200]
                0.00    0.00      22/191         inp_a_ [467]
                0.00    0.00       4/61          inp_set_field_ [503]
                0.00    0.00       3/25          inp_prev_field_ [536]
                0.00    0.00       2/1038        inp_lcase_ [434]
                0.00    0.00       1/1           inp_save_state_ [725]
                0.00    0.00       1/7           inp_init_ [593]
                0.00    0.00       1/1           inp_restore_state_ [724]
-----------------------------------------------
                0.00    0.00       1/1           exact_mem_ [261]
[285]    0.0    0.00    0.00       1         emem_2e2c_ [285]
                0.00    0.00      15/5140        hf2_ [159]
                0.00    0.00       1/5           int_nbf_max_ [615]
-----------------------------------------------
                0.00    0.00       1/1           exact_mem_ [261]
[286]    0.0    0.00    0.00       1         emem_2e3c_ [286]
                0.00    0.00      15/5140        hf2_ [159]
                0.00    0.00       1/5           int_nbf_max_ [615]
-----------------------------------------------
                0.00    0.00       1/1           task_energy_ [4]
[287]    0.0    0.00    0.00       1         geom_print_rtdb_ecce_ [287]
                0.00    0.00       1/2           geom_rtdb_load_ [275]
                0.00    0.00       1/3           geom_create_ [344]
                0.00    0.00       1/1           geom_print_ecce_ [707]
                0.00    0.00       1/3           geom_destroy_ [636]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[288]    0.0    0.00    0.00       1         sym_geom_project_ [288]
                0.00    0.00       1/5           geom_compute_values_ [265]
                0.00    0.00       2/1040890     util_print_ [165]
                0.00    0.00       1/414075      geom_check_handle_ [378]
                0.00    0.00       1/26          sym_number_ops_ [533]
                0.00    0.00       1/6           sym_init_inv_op_ [597]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[289]    0.0    0.00    0.00       1         input_mem_size_ [289]
                0.00    0.00       1/1           memory_input_ [296]
                0.00    0.00       1/6           inp_search_ [273]
                0.00    0.00       2/7           inp_init_ [593]
-----------------------------------------------
                0.00    0.00       1/1           input_parse_ [191]
[290]    0.0    0.00    0.00       1         task_input_ [290]
                0.00    0.00       1/1           rtdb_clean_ [297]
                0.00    0.00      61/18168       inp_compare_ [224]
                0.00    0.00       4/191         inp_a_ [467]
                0.00    0.00       2/35          rtdb_cput_ [522]
                0.00    0.00       1/1038        inp_lcase_ [434]
                0.00    0.00       1/1           inp_clear_err_ [722]
-----------------------------------------------
                0.00    0.00       3/6           bas_input_ [233]
                0.00    0.00       3/6           bas_input_cont_ [294]
[291]    0.0    0.00    0.00       6         bas_input_body_ [291]
                0.00    0.00       9/1063        inp_match_ [227]
                0.00    0.00       6/123         inp_read_ [277]
                0.00    0.00       6/18168       inp_compare_ [224]
                0.00    0.00       6/39536       inp_strlen_ [200]
                0.00    0.00      21/191         inp_a_ [467]
                0.00    0.00       6/61          inp_set_field_ [503]
                0.00    0.00       3/25          inp_prev_field_ [536]
-----------------------------------------------
                0.00    0.00      19/19          rohf_fock_ [21]
[292]    0.0    0.00    0.00      19         rohf_dumpfock_ [292]
                0.00    0.00      38/44          util_file_name_ [293]
                0.00    0.00      19/19          file_write_ga_ [309]
-----------------------------------------------
                                  44             util_file_name_ [293]
                0.00    0.00       1/44          scf_init_ [246]
                0.00    0.00       2/44          scf_get_fock_param_ [328]
                0.00    0.00       3/44          input_file_info_ [274]
                0.00    0.00      38/44          rohf_dumpfock_ [292]
[293]    0.0    0.00    0.00      44+44      util_file_name_ [293]
                0.00    0.00      44/45          util_file_prefix_ [298]
                0.00    0.00      90/39536       inp_strlen_ [200]
                0.00    0.00       2/2           util_pname_ [358]
                0.00    0.00      88/91          util_file_parse_dir_ [495]
                0.00    0.00      44/61          util_getenv_ [504]
                                  44             util_file_name_ [293]
-----------------------------------------------
                0.00    0.00       3/3           bas_tag_lib_ [284]
[294]    0.0    0.00    0.00       3         bas_input_cont_ [294]
                0.00    0.00       3/6           bas_input_body_ [291]
                0.00    0.00      13/123         inp_read_ [277]
                0.00    0.00       5/5           bas_add_ucnt_ [330]
                0.00    0.00      27/112         inp_f_ [485]
                0.00    0.00      13/78          inp_n_field_ [498]
-----------------------------------------------
                0.00    0.00       1/1           input_parse_ [191]
[295]    0.0    0.00    0.00       1         scf_input_ [295]
                0.00    0.00     103/18168       inp_compare_ [224]
                0.00    0.00       5/123         inp_read_ [277]
                0.00    0.00       5/191         inp_a_ [467]
                0.00    0.00       4/89          rtdb_put_ [496]
                0.00    0.00       2/35          rtdb_cput_ [522]
                0.00    0.00       1/3           rtdb_delete_ [643]
                0.00    0.00       1/112         inp_f_ [485]
                0.00    0.00       1/1038        inp_lcase_ [434]
                0.00    0.00       1/2           inp_ucase_ [664]
-----------------------------------------------
                0.00    0.00       1/1           input_mem_size_ [289]
[296]    0.0    0.00    0.00       1         memory_input_ [296]
                0.00    0.00      51/18168       inp_compare_ [224]
                0.00    0.00       3/1063        inp_match_ [227]
                0.00    0.00       1/1           memory_defaults_ [316]
                0.00    0.00       8/8           inp_a_trunc_ [591]
                0.00    0.00       3/112         inp_f_ [485]
                0.00    0.00       1/61          inp_set_field_ [503]
                0.00    0.00       1/191         inp_a_ [467]
                0.00    0.00       1/78          inp_n_field_ [498]
-----------------------------------------------
                0.00    0.00       1/1           task_input_ [290]
[297]    0.0    0.00    0.00       1         rtdb_clean_ [297]
                0.00    0.00      96/18168       inp_compare_ [224]
                0.00    0.00       1/39536       inp_strlen_ [200]
                0.00    0.00      96/100         rtdb_next_ [490]
                0.00    0.00       1/2           rtdb_first_ [671]
-----------------------------------------------
                0.00    0.00       1/45          MAIN__ [1]
                0.00    0.00      44/45          util_file_name_ [293]
[298]    0.0    0.00    0.00      45         util_file_prefix_ [298]
                0.00    0.00     180/39536       inp_strlen_ [200]
-----------------------------------------------
                0.00    0.00       1/1           input_parse_ [191]
[299]    0.0    0.00    0.00       1         dft_input_ [299]
                0.00    0.00       3/1063        inp_match_ [227]
                0.00    0.00       1/1           xc_input_ [317]
                0.00    0.00       3/123         inp_read_ [277]
                0.00    0.00       4/89          rtdb_put_ [496]
                0.00    0.00       3/191         inp_a_ [467]
                0.00    0.00       1/3           rtdb_delete_ [643]
                0.00    0.00       1/347         rtdb_get_ [457]
-----------------------------------------------
                0.00    0.00       2/2           geom_input_ [231]
[300]    0.0    0.00    0.00       2         geom_check_input_quants_ [300]
                0.00    0.00      40/18168       inp_compare_ [224]
-----------------------------------------------
                0.00    0.00      17/34          rohf_make_shift_ [314]
                0.00    0.00      17/34          rohf_hdiag_scale_ [313]
[301]    0.0    0.00    0.00      34         ga_get_diagonal_ [301]
                0.00    0.00      34/17100       dfill_ [201]
-----------------------------------------------
                0.00    0.00       2/2           bas_rtdb_load_ [256]
[302]    0.0    0.00    0.00       2         bas_name_exist_rtdb_ [302]
                0.00    0.00       2/1063        inp_match_ [227]
                0.00    0.00       2/8           bas_rtdb_in_ [329]
                0.00    0.00       2/4           context_rtdb_match_ [628]
-----------------------------------------------
                0.00    0.00       1/1           input_file_info_ [274]
[303]    0.0    0.00    0.00       1         input_echo_ [303]
                0.00    0.00      59/39536       inp_strlen_ [200]
                0.00    0.00       1/7           inp_init_ [593]
-----------------------------------------------
                0.00    0.00       1/56          rhf_dens_to_mo_ [58]
                0.00    0.00       1/56          scf_ [5]
                0.00    0.00       1/56          rohf_ [11]
                0.00    0.00       1/56          movecs_print_anal_ [225]
                0.00    0.00       1/56          guess_dens_gen_ [279]
                0.00    0.00       1/56          bas_print_ [315]
                0.00    0.00       1/56          geom_print_ [347]
                0.00    0.00       1/56          geom_input_ [231]
                0.00    0.00       1/56          util_legal_ [365]
                0.00    0.00       2/56          input_parse_ [191]
                0.00    0.00       2/56          rohf_analyze_ [230]
                0.00    0.00      10/56          util_nwchem_paper_ [332]
                0.00    0.00      16/56          MAIN__ [1]
                0.00    0.00      17/56          util_cite_ [305]
[304]    0.0    0.00    0.00      56         util_print_centered_ [304]
                0.00    0.00      56/39536       inp_strlen_ [200]
-----------------------------------------------
                                  17             util_cite_ [305]
                0.00    0.00       1/1           MAIN__ [1]
[305]    0.0    0.00    0.00       1+17      util_cite_ [305]
                0.00    0.00      17/39536       inp_strlen_ [200]
                0.00    0.00      17/56          util_print_centered_ [304]
                0.00    0.00       1/1           util_nwchem_paper_ [332]
                0.00    0.00       1/1040890     util_print_ [165]
                0.00    0.00     104/290         inp_strtok_ [458]
                                  17             util_cite_ [305]
-----------------------------------------------
                                   1             input_set_ [306]
                0.00    0.00       1/1           input_parse_ [191]
[306]    0.0    0.00    0.00       1+1       input_set_ [306]
                0.00    0.00       1/1063        inp_match_ [227]
                0.00    0.00       7/18168       inp_compare_ [224]
                0.00    0.00       1/39536       inp_strlen_ [200]
                0.00    0.00       4/191         inp_a_ [467]
                0.00    0.00       3/78          inp_n_field_ [498]
                0.00    0.00       1/61          inp_set_field_ [503]
                0.00    0.00       1/1           inp_i_ [723]
                0.00    0.00       1/112         inp_f_ [485]
                0.00    0.00       1/25          inp_prev_field_ [536]
                0.00    0.00       1/29          inp_cur_field_ [529]
                0.00    0.00       1/35          rtdb_cput_ [522]
                                   1             input_set_ [306]
-----------------------------------------------
                0.00    0.00      17/17          ga_iter_lsolve_ [32]
[307]    0.0    0.00    0.00      17         ga_precond_project_ [307]
                0.00    0.00      17/17          rohf_hessv_precond_ [308]
-----------------------------------------------
                0.00    0.00      17/17          ga_precond_project_ [307]
[308]    0.0    0.00    0.00      17         rohf_hessv_precond_ [308]
                0.00    0.00      17/17          rohf_hdiag_scale_ [313]
                0.00    0.00      17/1040890     util_print_ [165]
-----------------------------------------------
                                  19             file_write_ga_ [309]
                0.00    0.00      19/19          rohf_dumpfock_ [292]
[309]    0.0    0.00    0.00      19+19      file_write_ga_ [309]
                0.00    0.00      38/39536       inp_strlen_ [200]
                0.00    0.00      19/1040890     util_print_ [165]
                                  19             file_write_ga_ [309]
-----------------------------------------------
                0.00    0.00       6/6           bas_tag_lib_ [284]
[310]    0.0    0.00    0.00       6         inp_search_fast_ [310]
                0.00    0.00       6/123         inp_read_ [277]
                0.00    0.00       6/39536       inp_strlen_ [200]
-----------------------------------------------
                0.00    0.00       1/1           geom_momint_ [312]
[311]    0.0    0.00    0.00       1         geom_momint0_ [311]
                0.00    0.00      20/18168       inp_compare_ [224]
                0.00    0.00      20/260         geom_cent_tag_ [460]
                0.00    0.00      20/40          geom_mass_get_ [514]
                0.00    0.00       1/1           geom_center_of_mass_ [699]
-----------------------------------------------
                0.00    0.00       1/1           rohf_analyze_ [230]
[312]    0.0    0.00    0.00       1         geom_momint_ [312]
                0.00    0.00       1/1           geom_momint0_ [311]
                0.00    0.00       1/412479      geom_ncent_ [379]
                0.00    0.00       1/2           geom_cart_get_ [659]
-----------------------------------------------
                0.00    0.00      17/17          rohf_hessv_precond_ [308]
[313]    0.0    0.00    0.00      17         rohf_hdiag_scale_ [313]
                0.00    0.00      17/34          ga_get_diagonal_ [301]
-----------------------------------------------
                                  17             rohf_make_shift_ [314]
                0.00    0.00      17/17          rohf_search_precond_ [31]
[314]    0.0    0.00    0.00      17+17      rohf_make_shift_ [314]
                0.00    0.00      17/34          ga_get_diagonal_ [301]
                                  17             rohf_make_shift_ [314]
-----------------------------------------------
                0.00    0.00       1/1           bas_rtdb_load_ [256]
[315]    0.0    0.00    0.00       1         bas_print_ [315]
                0.00    0.00       1/1033        geom_tag_to_element_ [226]
                0.00    0.00       5/39536       inp_strlen_ [200]
                0.00    0.00       1/56          util_print_centered_ [304]
                0.00    0.00       1/6152904     bas_check_handle_ [370]
-----------------------------------------------
                0.00    0.00       1/1           memory_input_ [296]
[316]    0.0    0.00    0.00       1         memory_defaults_ [316]
                0.00    0.00      15/18168       inp_compare_ [224]
                0.00    0.00       6/6           memory_env_get_ [338]
-----------------------------------------------
                0.00    0.00       1/1           dft_input_ [299]
[317]    0.0    0.00    0.00       1         xc_input_ [317]
                0.00    0.00       1/1063        inp_match_ [227]
                0.00    0.00       1/39536       inp_strlen_ [200]
                0.00    0.00       7/89          rtdb_put_ [496]
                0.00    0.00       2/191         inp_a_ [467]
-----------------------------------------------
                0.00    0.00       1/5           scf_vectors_guess_ [57]
                0.00    0.00       4/5           scf_movecs_write_ [323]
[318]    0.0    0.00    0.00       5         movecs_write_ [318]
                0.00    0.00      20/39536       inp_strlen_ [200]
                0.00    0.00       5/1040890     util_print_ [165]
                0.00    0.00     900/900         swrite_ [438]
                0.00    0.00       5/5           bas_checksum_ [599]
                0.00    0.00       5/21          bas_geom_ [548]
                0.00    0.00       5/5           geom_checksum_ [610]
                0.00    0.00       5/7           bas_name_ [592]
                0.00    0.00       5/5           bq_get_active_ [602]
                0.00    0.00       5/6           rtdb_get_info_ [596]
                0.00    0.00       5/347         rtdb_get_ [457]
                0.00    0.00       5/25          geom_nuc_rep_energy_ [535]
-----------------------------------------------
                0.00    0.00       3/3           bas_rtdb_store_ [320]
[319]    0.0    0.00    0.00       3         bas_rtdb_do_store_ [319]
                0.00    0.00       3/3           bas_rtdb_add_ [334]
                0.00    0.00       6/39536       inp_strlen_ [200]
                0.00    0.00       3/8           bas_rtdb_in_ [329]
                0.00    0.00      30/89          rtdb_put_ [496]
                0.00    0.00      15/35          rtdb_cput_ [522]
-----------------------------------------------
                0.00    0.00       3/3           bas_input_ [233]
[320]    0.0    0.00    0.00       3         bas_rtdb_store_ [320]
                0.00    0.00       3/3           bas_rtdb_do_store_ [319]
                0.00    0.00       3/6152904     bas_check_handle_ [370]
-----------------------------------------------
                0.00    0.00       1/6           memory_env_get_ [338]
                0.00    0.00       1/6           util_set_default_permanent_dir_ [342]
                0.00    0.00       1/6           util_set_default_scratch_dir_ [343]
                0.00    0.00       3/6           bas_library_file_ [322]
[321]    0.0    0.00    0.00       6         util_nwchemrc_get_ [321]
                0.00    0.00      18/39536       inp_strlen_ [200]
                0.00    0.00       6/61          util_getenv_ [504]
-----------------------------------------------
                0.00    0.00       3/3           bas_input_ [233]
[322]    0.0    0.00    0.00       3         bas_library_file_ [322]
                0.00    0.00       3/6           util_nwchemrc_get_ [321]
                0.00    0.00       6/39536       inp_strlen_ [200]
                0.00    0.00       3/3           util_find_dir_ [346]
