Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/4           util_nwchem_srcdir_ [630]
                0.00    0.00       3/61          util_getenv_ [504]
-----------------------------------------------
                0.00    0.00       1/4           scf_ [5]
                0.00    0.00       3/4           rohf_nr_solve_ [12]
[323]    0.0    0.00    0.00       4         scf_movecs_write_ [323]
                0.00    0.00       4/5           movecs_write_ [318]
-----------------------------------------------
                0.00    0.00       1/1           blockin2_ [325]
[324]    0.0    0.00    0.00       1         blkpair_ [324]
                0.00    0.00       1/1           blksizer_ [327]
                0.00    0.00       5/50696698     memo1_int_ [106]
                0.00    0.00       1/3           blk_shells_ [635]
                0.00    0.00       1/1           make_nblock1_back_ [734]
                0.00    0.00       1/1           blk_pairs_ [688]
-----------------------------------------------
                0.00    0.00       1/1           prepint2_ [178]
[325]    0.0    0.00    0.00       1         blockin2_ [325]
                0.00    0.00       1/1           blkpair_ [324]
                0.00    0.00       1/1           data_save_ [689]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[326]    0.0    0.00    0.00       1         geom_rtdb_store_ [326]
                0.00    0.00       1/1           geom_rtdb_delete_ [331]
                0.00    0.00       3/39536       inp_strlen_ [200]
                0.00    0.00       1/1           geom_rtdb_add_ [361]
                0.00    0.00      20/89          rtdb_put_ [496]
                0.00    0.00       4/35          rtdb_cput_ [522]
                0.00    0.00       1/414075      geom_check_handle_ [378]
                0.00    0.00       1/44          rtdb_cget_ [512]
-----------------------------------------------
                0.00    0.00       1/1           blkpair_ [324]
[327]    0.0    0.00    0.00       1         blksizer_ [327]
                0.00    0.00     135/7767755     get_ics_jcs_ [109]
                0.00    0.00     120/120         get_max_am_ [483]
                0.00    0.00     120/120         get_limit_ [482]
                0.00    0.00     120/120         blksize2_ [481]
-----------------------------------------------
                0.00    0.00       1/2           scf_vectors_guess_ [57]
                0.00    0.00       1/2           scf_init_ [246]
[328]    0.0    0.00    0.00       2         scf_get_fock_param_ [328]
                0.00    0.00       2/44          util_file_name_ [293]
                0.00    0.00       2/1040890     util_print_ [165]
                0.00    0.00      28/347         rtdb_get_ [457]
                0.00    0.00       2/44          rtdb_cget_ [512]
-----------------------------------------------
                0.00    0.00       2/8           bas_name_exist_rtdb_ [302]
                0.00    0.00       3/8           bas_rtdb_do_store_ [319]
                0.00    0.00       3/8           bas_rtdb_add_ [334]
[329]    0.0    0.00    0.00       8         bas_rtdb_in_ [329]
                0.00    0.00      12/39536       inp_strlen_ [200]
                0.00    0.00       8/347         rtdb_get_ [457]
                0.00    0.00       6/44          rtdb_cget_ [512]
-----------------------------------------------
                0.00    0.00       5/5           bas_input_cont_ [294]
[330]    0.0    0.00    0.00       5         bas_add_ucnt_ [330]
                0.00    0.00       5/17100       dfill_ [201]
                0.00    0.00       5/6152904     bas_check_handle_ [370]
                0.00    0.00       5/5           bas_add_utag_ [598]
-----------------------------------------------
                0.00    0.00       1/1           geom_rtdb_store_ [326]
[331]    0.0    0.00    0.00       1         geom_rtdb_delete_ [331]
                0.00    0.00       4/18168       inp_compare_ [224]
                0.00    0.00       2/39536       inp_strlen_ [200]
                0.00    0.00       1/4           geom_rtdb_in_ [351]
                0.00    0.00       4/100         rtdb_next_ [490]
                0.00    0.00       2/35          rtdb_parallel_ [524]
                0.00    0.00       1/44          rtdb_cget_ [512]
                0.00    0.00       1/2           rtdb_first_ [671]
-----------------------------------------------
                0.00    0.00       1/1           util_cite_ [305]
[332]    0.0    0.00    0.00       1         util_nwchem_paper_ [332]
                0.00    0.00      10/56          util_print_centered_ [304]
-----------------------------------------------
                0.00    0.00       1/2           task_ [3]
                0.00    0.00       1/2           task_energy_ [4]
[333]    0.0    0.00    0.00       2         cons_active_ [333]
                0.00    0.00       2/2           cons_inquire_ [337]
                0.00    0.00       2/2           cons_status_ [355]
                0.00    0.00       2/44          rtdb_cget_ [512]
-----------------------------------------------
                0.00    0.00       3/3           bas_rtdb_do_store_ [319]
[334]    0.0    0.00    0.00       3         bas_rtdb_add_ [334]
                0.00    0.00       3/8           bas_rtdb_in_ [329]
                0.00    0.00       3/39536       inp_strlen_ [200]
                0.00    0.00       3/3           bas_rtdb_out_ [632]
-----------------------------------------------
                0.00    0.00       3/3           bas_input_ [233]
[335]    0.0    0.00    0.00       3         bas_add_ucnt_init_ [335]
                0.00    0.00       3/17100       dfill_ [201]
-----------------------------------------------
                0.00    0.00       1/2           rohf_analyze_ [230]
                0.00    0.00       1/2           movecs_print_anal_ [225]
[336]    0.0    0.00    0.00       2         bas_cando_mpoles_ [336]
                0.00    0.00     200/5919598     bas_continfo_ [151]
                0.00    0.00       2/57          bas_numcont_ [507]
-----------------------------------------------
                0.00    0.00       2/2           cons_active_ [333]
[337]    0.0    0.00    0.00       2         cons_inquire_ [337]
                0.00    0.00       2/2           cons_fxd_atoms_n_tag_ [352]
                0.00    0.00       2/2           cons_hbond_n_tag_ [353]
                0.00    0.00       2/2           cons_hdihed_n_tag_ [354]
                0.00    0.00       6/347         rtdb_get_ [457]
-----------------------------------------------
                0.00    0.00       6/6           memory_defaults_ [316]
[338]    0.0    0.00    0.00       6         memory_env_get_ [338]
                0.00    0.00       3/39536       inp_strlen_ [200]
